name;age;sex;marital-status;occupation;lat;lon
*;*;*;*;Priv-house-serv;*;*
*;[55, 60[;Male;Never-married;Other-service;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Adm-clerical;51.*****;4.*****
*;[20, 25[;Male;Married-civ-spouse;Handlers-cleaners;51.*****;5.*****
*;[20, 25[;Male;Married-civ-spouse;Protective-serv;50.*****;4.*****
*;[25, 30[;Male;Never-married;Craft-repair;51.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;51.*****;2.*****
*;[25, 30[;Female;Married-civ-spouse;Tech-support;51.*****;4.*****
*;[30, 35[;Male;Never-married;Craft-repair;51.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Tech-support;50.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Farming-fishing;50.*****;5.*****
*;[25, 30[;Female;Never-married;Other-service;51.*****;4.*****
*;[45, 50[;Female;Married-civ-spouse;Prof-specialty;50.*****;3.*****
*;[45, 50[;Male;Divorced;Tech-support;50.*****;4.*****
*;[25, 30[;Male;Never-married;Handlers-cleaners;50.*****;3.*****
*;[60, 65[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;*;*;*;Craft-repair;*;*
*;[45, 50[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[35, 40[;Female;Divorced;Transport-moving;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[45, 50[;Female;Divorced;Adm-clerical;50.*****;5.*****
*;[20, 25[;Female;Never-married;Other-service;50.*****;5.*****
*;[20, 25[;Female;Never-married;Sales;50.*****;5.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Protective-serv;50.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Handlers-cleaners;51.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Divorced;Other-service;51.*****;5.*****
*;[50, 55[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;4.*****
*;[25, 30[;Male;Never-married;Sales;50.*****;5.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Protective-serv;50.*****;3.*****
*;[45, 50[;Female;Separated;Machine-op-inspct;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[35, 40[;Female;Never-married;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Never-married;Sales;50.*****;3.*****
*;[45, 50[;Female;Divorced;Adm-clerical;51.*****;4.*****
*;[40, 45[;Female;Never-married;Other-service;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[35, 40[;Female;Married-civ-spouse;Exec-managerial;50.*****;5.*****
*;[20, 25[;Male;Never-married;Adm-clerical;50.*****;5.*****
*;[70, 75[;Female;Widowed;Other-service;50.*****;5.*****
*;[65, 70[;Female;Divorced;Adm-clerical;50.*****;3.*****
*;[20, 25[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Divorced;Exec-managerial;51.*****;4.*****
*;[50, 55[;Female;Married-civ-spouse;Other-service;51.*****;4.*****
*;[15, 20[;Female;Never-married;Other-service;49.*****;5.*****
*;[55, 60[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Transport-moving;50.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Handlers-cleaners;50.*****;4.*****
*;[35, 40[;Female;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[30, 35[;Male;Married-spouse-absent;Craft-repair;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[35, 40[;Female;Never-married;Adm-clerical;51.*****;4.*****
*;[50, 55[;Female;Widowed;Adm-clerical;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;51.*****;3.*****
*;[90, 95[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[40, 45[;Female;Never-married;Prof-specialty;50.*****;3.*****
*;[25, 30[;Female;Never-married;Adm-clerical;51.*****;3.*****
*;[20, 25[;Male;Never-married;Machine-op-inspct;51.*****;3.*****
*;[25, 30[;Male;Never-married;Craft-repair;50.*****;4.*****
*;[30, 35[;Male;Never-married;Craft-repair;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Other-service;50.*****;4.*****
*;[35, 40[;Male;Never-married;Other-service;50.*****;4.*****
*;[20, 25[;Male;Never-married;Sales;50.*****;5.*****
*;[20, 25[;Male;Never-married;Adm-clerical;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Tech-support;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[70, 75[;Female;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[15, 20[;Male;Never-married;Handlers-cleaners;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[45, 50[;Male;Divorced;Prof-specialty;50.*****;5.*****
*;[30, 35[;Male;Never-married;Protective-serv;50.*****;5.*****
*;[30, 35[;Female;Never-married;Exec-managerial;51.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Prof-specialty;51.*****;3.*****
*;[15, 20[;Female;Never-married;Other-service;50.*****;5.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[40, 45[;Male;Never-married;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[25, 30[;Female;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[45, 50[;Female;Never-married;Adm-clerical;51.*****;2.*****
*;[55, 60[;Male;Married-civ-spouse;Sales;50.*****;5.*****
*;[15, 20[;Male;Never-married;Other-service;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;[35, 40[;Female;Separated;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[60, 65[;Male;Divorced;Machine-op-inspct;50.*****;5.*****
*;[45, 50[;Female;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[25, 30[;Female;Never-married;Prof-specialty;51.*****;4.*****
*;[30, 35[;Male;Divorced;Other-service;51.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[15, 20[;Male;Never-married;Other-service;51.*****;3.*****
*;[35, 40[;Male;Divorced;Other-service;51.*****;5.*****
*;[50, 55[;Female;Divorced;Sales;51.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Transport-moving;50.*****;5.*****
*;[30, 35[;Female;Never-married;Adm-clerical;50.*****;3.*****
*;[55, 60[;Female;Widowed;Adm-clerical;51.*****;4.*****
*;[25, 30[;Male;Never-married;Sales;51.*****;4.*****
*;[60, 65[;Female;Widowed;Handlers-cleaners;50.*****;4.*****
*;[30, 35[;Male;Never-married;Exec-managerial;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[25, 30[;Female;Married-civ-spouse;Other-service;50.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Farming-fishing;51.*****;4.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;*;*;*;Exec-managerial;*;*
*;[20, 25[;Female;Never-married;Adm-clerical;51.*****;5.*****
*;[25, 30[;Male;Never-married;Machine-op-inspct;50.*****;3.*****
*;[35, 40[;Female;Never-married;Exec-managerial;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Transport-moving;50.*****;5.*****
*;[55, 60[;Female;Divorced;Handlers-cleaners;50.*****;5.*****
*;[35, 40[;Female;Widowed;Sales;50.*****;4.*****
*;[40, 45[;Female;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Transport-moving;51.*****;2.*****
*;[30, 35[;Male;Never-married;Adm-clerical;50.*****;4.*****
*;[35, 40[;Female;Never-married;Tech-support;50.*****;5.*****
*;[20, 25[;Male;Never-married;Farming-fishing;51.*****;4.*****
*;[45, 50[;Female;Married-spouse-absent;Machine-op-inspct;51.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Transport-moving;50.*****;3.*****
*;[35, 40[;Male;Never-married;Tech-support;50.*****;4.*****
*;[30, 35[;Female;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Farming-fishing;51.*****;5.*****
*;[25, 30[;Male;Married-civ-spouse;Machine-op-inspct;51.*****;4.*****
*;[20, 25[;Female;Never-married;Sales;51.*****;4.*****
*;[20, 25[;Male;Never-married;Craft-repair;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[20, 25[;Female;Never-married;Other-service;50.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Exec-managerial;50.*****;5.*****
*;[25, 30[;Female;Never-married;Tech-support;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[20, 25[;Female;Never-married;Farming-fishing;50.*****;6.*****
*;[65, 70[;Male;Married-civ-spouse;Other-service;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Sales;50.*****;2.*****
*;[20, 25[;Female;Never-married;Prof-specialty;51.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[45, 50[;Male;Never-married;Craft-repair;51.*****;3.*****
*;[45, 50[;Male;Never-married;Exec-managerial;50.*****;4.*****
*;[20, 25[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[35, 40[;Female;Never-married;Adm-clerical;51.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[25, 30[;Male;Never-married;Adm-clerical;51.*****;3.*****
*;[40, 45[;Female;Divorced;Sales;50.*****;4.*****
*;[40, 45[;Female;Never-married;Machine-op-inspct;50.*****;4.*****
*;[50, 55[;Female;Divorced;Prof-specialty;51.*****;2.*****
*;[30, 35[;Male;Married-civ-spouse;Handlers-cleaners;50.*****;5.*****
*;[50, 55[;Female;Divorced;Adm-clerical;51.*****;5.*****
*;*;*;*;Adm-clerical;*;*
*;[40, 45[;Female;Widowed;Other-service;50.*****;3.*****
*;[25, 30[;Male;Divorced;Protective-serv;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Handlers-cleaners;50.*****;4.*****
*;[30, 35[;Female;Married-civ-spouse;Handlers-cleaners;50.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Farming-fishing;50.*****;3.*****
*;[30, 35[;Female;Separated;Adm-clerical;50.*****;4.*****
*;*;*;*;Transport-moving;*;*
*;[35, 40[;Female;Married-spouse-absent;Prof-specialty;51.*****;4.*****
*;[20, 25[;Female;Never-married;Other-service;51.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[30, 35[;Male;Divorced;Transport-moving;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Farming-fishing;50.*****;4.*****
*;[15, 20[;Female;Never-married;Adm-clerical;51.*****;5.*****
*;[40, 45[;Female;Divorced;Prof-specialty;50.*****;5.*****
*;[60, 65[;Male;Married-civ-spouse;Prof-specialty;51.*****;5.*****
*;[45, 50[;Male;Never-married;Other-service;50.*****;5.*****
*;[45, 50[;Female;Divorced;Adm-clerical;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Sales;51.*****;3.*****
*;[30, 35[;Male;Never-married;Transport-moving;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Exec-managerial;51.*****;4.*****
*;[15, 20[;Male;Never-married;Sales;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Farming-fishing;51.*****;5.*****
*;[20, 25[;Male;Married-civ-spouse;Sales;50.*****;2.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[15, 20[;Female;Never-married;Sales;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Adm-clerical;49.*****;5.*****
*;[30, 35[;Male;Divorced;Handlers-cleaners;50.*****;5.*****
*;[45, 50[;Male;Married-spouse-absent;Craft-repair;50.*****;4.*****
*;[25, 30[;Male;Never-married;Exec-managerial;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Other-service;50.*****;3.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[30, 35[;Male;Never-married;Transport-moving;51.*****;4.*****
*;[30, 35[;Male;Never-married;Machine-op-inspct;51.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Farming-fishing;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;51.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[40, 45[;Female;Divorced;Prof-specialty;51.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;5.*****
*;[35, 40[;Female;Divorced;Sales;51.*****;4.*****
*;[25, 30[;Female;Never-married;Protective-serv;51.*****;3.*****
*;[50, 55[;Female;Divorced;Tech-support;50.*****;4.*****
*;[35, 40[;Female;Divorced;Craft-repair;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Transport-moving;51.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Adm-clerical;51.*****;5.*****
*;[35, 40[;Female;Married-civ-spouse;Other-service;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;50.*****;5.*****
*;[55, 60[;Male;Married-civ-spouse;Exec-managerial;50.*****;2.*****
*;[50, 55[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[40, 45[;Male;Never-married;Protective-serv;50.*****;4.*****
*;[15, 20[;Female;Never-married;Prof-specialty;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[40, 45[;Male;Never-married;Exec-managerial;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Protective-serv;50.*****;3.*****
*;[30, 35[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[25, 30[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[50, 55[;Female;Widowed;Adm-clerical;51.*****;4.*****
*;[20, 25[;Female;Never-married;Machine-op-inspct;51.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Adm-clerical;51.*****;5.*****
*;[45, 50[;Male;Divorced;Prof-specialty;50.*****;3.*****
*;[55, 60[;Female;Divorced;Other-service;51.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[35, 40[;Female;Divorced;Other-service;50.*****;5.*****
*;[20, 25[;Male;Never-married;Machine-op-inspct;51.*****;3.*****
*;[20, 25[;Female;Never-married;Sales;50.*****;5.*****
*;*;*;*;Tech-support;*;*
*;[35, 40[;Female;Married-civ-spouse;Sales;51.*****;4.*****
*;[20, 25[;Female;Never-married;Machine-op-inspct;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Craft-repair;50.*****;5.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;3.*****
*;[55, 60[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[40, 45[;Female;Never-married;Sales;50.*****;3.*****
*;[25, 30[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Protective-serv;51.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Never-married;Exec-managerial;51.*****;4.*****
*;[25, 30[;Male;Never-married;Adm-clerical;50.*****;4.*****
*;[25, 30[;Female;Never-married;Other-service;50.*****;4.*****
*;[25, 30[;Male;Never-married;Prof-specialty;50.*****;4.*****
*;[20, 25[;Male;Never-married;Farming-fishing;51.*****;2.*****
*;[40, 45[;Female;Divorced;Other-service;50.*****;5.*****
*;[30, 35[;Male;Married-civ-spouse;Transport-moving;50.*****;3.*****
*;[35, 40[;Female;Separated;Other-service;51.*****;4.*****
*;[30, 35[;Female;Divorced;Exec-managerial;51.*****;5.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[40, 45[;Female;Separated;Adm-clerical;50.*****;4.*****
*;[30, 35[;Female;Never-married;Prof-specialty;50.*****;3.*****
*;[60, 65[;Male;Married-civ-spouse;Other-service;50.*****;4.*****
*;[40, 45[;Female;Never-married;Prof-specialty;50.*****;4.*****
*;[25, 30[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[30, 35[;Male;Never-married;Other-service;50.*****;5.*****
*;[65, 70[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[15, 20[;Male;Never-married;Handlers-cleaners;51.*****;3.*****
*;[35, 40[;Male;Never-married;Sales;51.*****;5.*****
*;[25, 30[;Male;Never-married;Craft-repair;50.*****;5.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[50, 55[;Male;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[25, 30[;Male;Never-married;Prof-specialty;51.*****;3.*****
*;[20, 25[;Male;Married-civ-spouse;Handlers-cleaners;51.*****;4.*****
*;[55, 60[;Male;Married-civ-spouse;Sales;50.*****;4.*****
*;[25, 30[;Male;Divorced;Adm-clerical;51.*****;4.*****
*;[25, 30[;Male;Never-married;Farming-fishing;50.*****;3.*****
*;[50, 55[;Male;Married-civ-spouse;Craft-repair;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;51.*****;3.*****
*;[60, 65[;Male;Married-civ-spouse;Sales;50.*****;5.*****
*;[55, 60[;Male;Divorced;Adm-clerical;50.*****;5.*****
*;[35, 40[;Female;Never-married;Transport-moving;51.*****;3.*****
*;[20, 25[;Female;Never-married;Other-service;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Adm-clerical;50.*****;5.*****
*;[30, 35[;Male;Never-married;Other-service;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Prof-specialty;51.*****;2.*****
*;[40, 45[;Male;Married-civ-spouse;Tech-support;50.*****;4.*****
*;[25, 30[;Male;Never-married;Machine-op-inspct;50.*****;2.*****
*;[55, 60[;Male;Married-civ-spouse;Transport-moving;51.*****;4.*****
*;[25, 30[;Female;Never-married;Exec-managerial;50.*****;4.*****
*;[30, 35[;Male;Married-civ-spouse;Craft-repair;50.*****;3.*****
*;[60, 65[;Male;Divorced;Prof-specialty;50.*****;4.*****
*;[40, 45[;Female;Never-married;Adm-clerical;50.*****;5.*****
*;[50, 55[;Male;Married-civ-spouse;Craft-repair;51.*****;4.*****
*;[30, 35[;Male;Never-married;Protective-serv;50.*****;4.*****
*;[70, 75[;Male;Married-civ-spouse;Prof-specialty;50.*****;5.*****
*;[15, 20[;Female;Never-married;Handlers-cleaners;50.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Farming-fishing;51.*****;5.*****
*;[50, 55[;Female;Never-married;Exec-managerial;51.*****;4.*****
*;[40, 45[;Male;Married-civ-spouse;Farming-fishing;51.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Adm-clerical;50.*****;4.*****
*;[45, 50[;Male;Married-civ-spouse;Exec-managerial;50.*****;3.*****
*;[20, 25[;Male;Never-married;Machine-op-inspct;50.*****;4.*****
*;[15, 20[;Female;Never-married;Other-service;51.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[35, 40[;Male;Never-married;Other-service;50.*****;4.*****
*;[50, 55[;Male;Divorced;Other-service;50.*****;4.*****
*;[25, 30[;Male;Never-married;Adm-clerical;51.*****;5.*****
*;[60, 65[;Male;Married-civ-spouse;Sales;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Prof-specialty;51.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Transport-moving;50.*****;4.*****
*;[60, 65[;Male;Married-civ-spouse;Farming-fishing;51.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Machine-op-inspct;50.*****;4.*****
*;[35, 40[;Male;Never-married;Farming-fishing;51.*****;4.*****
*;[35, 40[;Male;Divorced;Exec-managerial;51.*****;4.*****
*;[15, 20[;Female;Never-married;Other-service;50.*****;5.*****
*;[20, 25[;Male;Never-married;Protective-serv;50.*****;4.*****
*;[25, 30[;Female;Divorced;Prof-specialty;50.*****;3.*****
*;[40, 45[;Male;Married-civ-spouse;Prof-specialty;50.*****;4.*****
*;[40, 45[;Female;Married-civ-spouse;Sales;50.*****;4.*****
*;[15, 20[;Female;Never-married;Sales;50.*****;3.*****
*;[40, 45[;Female;Never-married;Adm-clerical;51.*****;4.*****
*;[30, 35[;Male;Separated;Transport-moving;51.*****;3.*****
*;[35, 40[;Male;Married-civ-spouse;Adm-clerical;50.*****;3.*****
*;[30, 35[;Male;Married-civ-spouse;Protective-serv;50.*****;4.*****
*;[35, 40[;Male;Married-civ-spouse;Exec-managerial;50.*****;4.*****
*;[30, 35[;Female;Never-married;Prof-specialty;50.*****;4.*****
